Velox,6,勉强3星。打斗戏令人满意，强劲的速度感和打击感能轻而易举地使观众爽到。剧作方面，原作被保留的设定和情节还是那么好看，导演添加改动的部分则几乎都在水准线以下，说几个我能想起来的：女主的塑造自始至终都缺细节，说服力不足，致使其性格不自然；两处人物关系重大转变（医生对女主，女主对男主）的处理生硬得难受，前者着墨太少，后者不合情理；与奖金猎人和boss手下每一次冲突的矛盾点都很无力，只有感官刺激缺少情绪力度；叙事层次感为零，后半部分某处，故事的“势”甚至有完全断掉的观感，这是改编能力不足的体现。,135
Reaper,4,难以想象到现在还有人在拍这样平庸老套的故事，更难以想象的是，拍得竟然如此糟糕，大型灾难现场：平到和纸片一样薄的人物，尬到飞起的感情线，全面脱线的叙事节奏。真是白瞎了沃尔茨这样的好演员。而且，吹上天的特效，经费都花到alita的动作捕捉上了吧？但从呈现效果来看，这和找个大眼睛女演员来演有啥区别？有必要吗？动作捕捉之外的部分，完全没有经费在燃烧的感觉啊。,7337
张小北,8,CG技术的新高峰。但如何讲述一个能够在全球大卖的故事，好莱坞也遇到了自己的困境。全新的未来正在展开，如何描述这个未来，是我们这一代人即将看到的变革。,54
木石子,4,失望，太失望了！是冲着卡梅隆的三个字去的，结果却不尽如人意！全片不知所云，是要讲人机关系？人与自然？人与信仰？反正我是没有看出来！最可怕的是，一部科幻电影竟然看着想打盹，全片没有高潮，等到你以为高潮快来的时候，竟然结束了！还有，那个上帝附体确定不是抄袭太平天国？,3204
薄饼卷咸鱼,2,"剧本混乱，人设紊乱，钱全给特效了一样（还没做的那么好）。剧情真的是看得我一脸懵逼，想一出是一出，甚至不敢相信真的是卡梅隆写的剧本。全程我的感觉就跟片尾曲唱的一样：""what's the point?"" 脑壳疼。",493
paula-ya,2,沒想過這麼爛的劇情竟然是卡麥隆監製的，是被狹持的情況下答應的嗎？！,611
ggail_,10,哇靠都是科幻电影比浪球好看太多了吧！最后男主掉下去之前说“thank you for saving me”都给我哭陪ali一起哭！抱头出来我惊呆了感动。比赛&打架场景太炫酷了，看的BFI IMAX 3D球形屏幕很近很真实超过瘾燃得不行！而且这样看男主肉体好他妈欲啊。象牙白的确实好看又精致不过那具紫色body充满了能量更适合她fight啊。hugo有点像王力宏zapan有点像吴磊…我坐在premier double最左往右连着七八个金毛or黑毛小可爱，看的时候都很乖，太可爱啦,86
欢乐分裂,6,与其说外披赛博朋克+末日废土的科幻视效风格，个人觉得更接近武侠模式的超英片——天生神力绝技傍身横空出世，误入被弃之地，在实战中寻回点滴记忆，终得荣光加身，一扫江湖，开启开挂的荡寇之路。对天上地下两个空间的阶层分化描写，想及《极乐空间》，更宏大的格局只能期待后作。被折翼的天使若想振翅翱翔，又岂是寻常人间教育能束缚得了？对身份的追问和确认比较有兴趣。剧本尽力铺陈情感的渗入、滋养和实现转折，但几乎每个人的面貌无一不遵循既定印象的套路，更不用说男友的蠢萌和绮莲突发的母亲心，最打动的一幕是实力演绎“全心付出”。总体观感平平，充斥标配大片元素——高精度的CG制作体现产业化工业水准，视效纷繁华丽，情感空洞苍白。,58
ANNA,6,你们都错了什么赛博朋克！这明明是一部现在最流行的大女主剧！博士看她躺在垃圾堆就爱她！炮灰男主看她过个马路就爱她！博士老婆看她哭也爱她！Nova看着她露出了欣慰的笑容！我斗胆猜测一下，下一部是杰秀皇对她也一见钟情了吧！一个微笑大眼睛忽闪忽闪就能拿下死亡球总冠军！颤抖吧！废铁镇！颤抖吧！扎雷姆！,70
大象不在房間裡,4,整部電影以最低劣的劇情推進手法開展，角色顯得扁平而僵硬。人物感情的呈現也未能有足夠且說服觀眾的鋪陳。電影後半劇情冗贅，整部電影為了配合女主角的低智商，所有人物的所有行動都變得毫無邏輯。,1426
法兰西胶片,6,5.5分。在和原著做取舍以及不断的技术叠加的过程中，思想造诣和视觉概念竟然没有一点点的冒进，完全沦为《阿凡达2345》的软件库了。信不信半年后一发蓝光秒变家庭影院实体店的功能测试碟。,58
顿河,8,电子骑士老师说得对，技术层面而言，我们是终于可以运用技术，但人家在开发技术。动作捕捉已经到了无缝对接的地步。以及本片是卡梅隆的故事，但完全是罗德里格斯的讲法，不是血肉横飞，而是胳膊四溅，头颅翻飞。,14
Alan,4,这文戏真是惊人的难看，电影院n次笑场。男主演技好尬。还好动作戏有爽到。,25
九只苍蝇撞墙,2,女主的脸被画成这个鬼样子，是想表达整容女也可以很强悍的主题么,6
godannar,4,希望在遥远的26世纪，一些能够切实提升人类幸福指数的法案得到通过与实施，比如罚那些不懂怎么拍爽片文戏的影视从业者去看Die Hard至少100遍！！！,6
草威,8,挺爽，罗德里格兹让影片有了些B级片的气质。阿丽塔换上狂战士装甲，说能根据自身的意识重塑形体，然后就瘦了两圈。,10
有心打扰,4,剧情无聊幼稚，人物塑造简单刻板，人物情感莫名其妙，动作场面蛮横粗暴。风格杂糅失败的产物，极其让人不舒适的观影体验。,9
眠去,10,alita好美，像是寡姐和石头姐的结合体,9
睡觉是头等大事,6,剧本平平无奇，分数全给技术制作。真人面部表情的特效应该是目前顶尖了，机甲人的细节无可挑剔。我所关注的是，纯CG的角色脸上表情已然能做到如此细致，CG技术和真人完美融为一体，看到最后几乎分不清楚真人和动画的边界在哪里，未来的专业演员恐怕要面临失业；继《攻壳机动队》之后，机甲肢体未来看来会有很大市场。7.4,5
胡子（胡续冬）,10,有罗德里格斯品质保障的慕残快感，虽然隐藏在赛博中二青春片的幌子下。,13
Komorebi,8,又在大荧幕上看了一部机甲+废土美学大作，过瘾！！剧情上来看像是部大型预告片，我居然还有点期待第二部？最好是没有恋爱戏剧情更紧张尺度更大的R级那种！马赫沙拉阿里演技太牛逼了，这种两面三刀的角色简直驾轻就熟。除了视效爽以外的最大感受：谈恋爱真耽误事儿啊。,17
水王,10,「机器人俺的嫁」 机器人打架， 不一定谁都爱看。 但机器人老婆， 铁定是谁都想要！ 整啥三百年宿命恩仇， 阿丽塔在家洗衣服！做饭！带孩子！ 我都能看个二十集不嫌够！,14
Favillae,8,整部电影都很爽，就是小男友这条线想当没看见。他的结局我表示喜闻乐见，续集千万别给折腾回来了，阿丽塔跟他混一起全程傻白甜恋爱脑，接受无能，还是倔犟、强横、砍人不眨眼的狂战士野姑娘人设讨人喜爱。而且阿丽塔有那么完美的爹了，为什么还需要找这种单蠢菜鸡小男友？这个小男友为了攒钱上天空之城，强行肢解路人夺取零件贩卖，这种没底线的人不正是医生当赏金猎人要惩治的罪犯么？好在他也不算男主，只能算男配之一，硬要找个男主的话，应该是诺顿演的大boss诺瓦。男主应该露最少的脸、有最强的气场。我最喜欢的是Waltz的医生，理想型老爸/老公角色==,3
发条饺子,8,深刻感受到跟人民币玩家交朋友的感觉，被一把钱一把钱的扔到脸上，根本没有力气思考。另外，这种拆解破坏是典型的罗德里格斯的恶趣味啊，这是罗德里格斯的作品！这是罗德里格斯的作品！这是罗德里格斯的作品！要不是有卡梅隆，也不会这么傻白甜。,2
Bc&L,8,依然是工业技术优于剧本故事的动作科幻大片，卡神心心念的阿丽塔终于登上大银幕，这个角色确实让人眼前一亮，尤其是这双大眼睛不是卡姿兰而是厄齐尔，个人英雄主义依旧突出明显，机械暴力美学带有罗导的特点，动作设计很抢眼，可惜有个弱鸡男友拖后腿。场面设计和特效细节的表现无疑是顶尖水准，视听盛宴足以称之为震撼，末日架构和废土美学看到了《银翼杀手》和《疯狂的麦克斯》的影子，只是这常规的流水故事和人物的扁平化确实鸡肋了。全场最佳笑点来自瓦叔：住手！再打就不给免费修理了！,7
李洋画梦,10,难道只有我觉得这就是一篇感天动地的爱情故事吗？描写了最初的少年的纯粹的爱。,14
frozenmoon,6,个人对于所有漫改接受度真是低。真抱歉，又睡了半场。唉。有一点点浅层的老大哥看着你的变形。消遣看也可以吧。,7
老晃,8,阿丽塔一言不合就切脸，好爽,6
文森特九六,8,在卡梅隆眼中，這是『銃夢』，在羅德裡格茲眼中，這是繼『埃爾馬拉奇』和『彎刀』之后的又一套“拉丁英雄傳”。,13
loonatic,10,哈这居然是pg13...需要啥storyline啊光是打比赛的特效就五颗星 何况是有故事线的 想当waltz女儿（。康纳利巨美！Mahershala Ali反派造型好酷炫的 还有*的出现吓了一跳,4
梁贰猖獗,6,如果陀螺拍 那就是同性恋医生捡回来的仿生人与人类相爱的铳梦物语 如果卡梅隆拍 那就是从撒冷下来的阿凡塔叛变 带领废铁城反攻撒冷 如果是罗德里格兹拍 他应该拍成肉身少女将AK装在腿上打得全屏幕都是血,12
格里高尔,10,六星。真没想到有一天居然能看到铳梦的电影版，后天去imax影院二刷。虽然不及原作残酷与深沉，但看到那些狰狞如噩梦般的改造人，还是惊叹木城雪户赋予好莱坞疲劳视效的崭新美感，漫画中那些沉寂于记忆二十年的情境，被电影的复现逐一唤醒，激动到战栗。,22
Amberose,6,赛博人体设计很美，效果不错，人物略单薄，故事仿佛还没有开始就结束了，一切都是为了第二部做铺垫。片尾没有彩蛋！故事结束就可以走了！,15
六壁坂,6,我在豆瓣标记想看这部电影居然是2008年，也算等了10年啊。讲道理，人物和场景设定堪称优秀，故事上嘛，可以说相当失败？,9
汪金卫,4,IMAX激光版。特效强大的视觉盛宴。CG角色细腻到皮肤毛孔雀斑都清晰可见，然而不自然的恐怖谷效应依旧时隐时现。改造人造型设定以及断肢分尸割脸等暴力场面很有罗德里格兹式CULT恶趣味，分分钟R级既视感。拖沓冗长又狗血的剧情是最大硬伤。作死弱鸡男友和高冷前妻的角色善恶反转极为生硬做作，为剧情发展而抛弃逻辑动机。同一反派竟毫无新意地打三遍。爱德华诺顿造型有点致敬卡梅隆的感觉。两星半,14
女神的秋裤,10,原著粉表示很激动，这波改编能打90分！世界顶级的特效很多地方完全看不出来是特效，完美还原了许多经典场景，呈现的故事还不到原著一半，更精彩的在后面！不足是浓缩太多，非原著党可能get不全。这姑娘真是要从少女成长为杀戮之王了，期待续集，期待终极的对自核梦！,18
后自愈,4,特效和动作设计是可以的，但剧本和人物塑造是全面垮台的，空洞苍白。看不到人物的成长，关于深度的探究…等一下，根本没有这回事，即便有着优秀的原著漫画打底也可以改编的毫无逻辑与内涵，太失望了。,15
伊谢尔伦的风,8,不管怎么说，比导演都没看过原作的攻壳真人版强……,14
小油飞,6,非常失望，比攻壳扑街程度更甚。真是受够了好莱坞将一切庸俗化的本事……所有动人的张力和思考最后都被粗暴地二维化成亲情和极其肤浅的爱情。“我是谁”变成了一个单纯的失忆问题，对人之所以为人的讨论完全不见踪影。甚至情感调动都是失败的，每到悲情场景都有可笑之处。意识形态落后：种族与性别层面的选角和意识都很糟糕，政治想象幼稚，且结局竟莫名其妙地（以一种自以为叛逆的姿态）被既有制度驯服。最后，继普罗米修斯的大轮子滚来埋头跑直线之后，我们终于见到了更弱智的杀人工具和死法……,21
派翠克,6,老实说，不是我的菜，动作场面特效什么的是很华丽很爽了，我甚至觉得要不是杀的都是Cyborg，这么多暴力镜头都不止PG-13了。但由于这电影一切都太像CG了，尤其女主的面部表情一直都让我很出戏，哭泣的时候别扭得像是个不会演戏的演员拍出来的一样。但讲这么多，故事才是最需要吐槽的，这主线核心居然是个十分烂俗的爱情故事，而且几位主要角色的动机和行为也是很值得吐槽。P.S.把心掏出来那一幕我也是很服的。,45
十七年光,2,正片远没有预告片好看诶,133
邓安庆,6,也就特效能看看，故事稀烂。,26
妙可中国,8,阿丽塔让人爱死了！动作场面的设计在巨幕上相当出色，打斗时的速度感更是毋庸置疑。遗憾的是，还是死在了用好莱坞自己那套英雄成长的烂故事来消解主角以及精巧的废土世界，男主角所代表的下层对上层的矛盾到最后还是用煽情戏码作完结，女儿情结与未来勇者的冲突、母亲意识的崛起都很生硬的作转折。但是我为什么要给四星啊？因为阿丽塔实在太可爱了！是啊，太可爱了！,6
哪 吒,8,惊现老男神诺顿！当看到赛博多元化的城市设定、看到镜中纤毫尽收的Alita，只想给卡神团队下跪，CG真的是未来。虽然《铳梦》只看了一卷，但还原度很高。街头篮球竞赛、酒馆大开杀戒、最终决赛的动作打斗设计到流畅度，尤其是三四处升格镜头真是叹为观止，杀伐场面的确有导演一贯的cult趣味，虽不见血但是斩人还是不眨眼。最后想问问马赫沙拉是魔鬼吗，真探绿皮书哪里都有他，简直是马赫宇宙。,20
安妮忘记了,10,战斗天使阿丽塔，今年最佳！算了一下I Max一分钟一块五，每一帧都赢回票价，每一个画面都是经典。爱极了！ 一开始你被那些无可挑剔的特效吸引了，到后面才发现鲜活的人物才是灵魂。 看出来热血漫画的感觉？被溺爱又痛失所爱的机器少女成长史，卡梅隆的冰冷机器世界跳动着一个有温度❤️。 阿丽一句Take my heart! Take！泪奔了～不剧透了,17
鬼腳七,6,3.5.略微超出预期，作为原著粉不苛求就不失望，毕竟好莱坞改日漫这么多年是什么德性大家都懂。最不满意的是男主，变成了一个美国式傻逼青少年，完全破坏了（本来就不太牢靠的）故事背景和气氛。,20
Lycidas,6,商业的好莱坞很难做出日漫的末世孤独和失落感（即使已经很好的edge of tomorrow都需要一个HE来安抚观众）说到底只是一个新圈钱动作片系列罢了。听到berserker的时候我仿佛看到了魔法少女伊莉雅（划掉）以及诺顿聚聚拿下眼镜那一幕真的笑炸！Waltz叔叔演的医生爸爸我可以的❤️Jennifer Connelly真·腿玩年，美到窒息。,10
旧书君,8,和所有日漫改编一样，不出所料的，又成了一部优秀动作设计教科书，然后丢失了灵魂。美版攻壳的影评照搬过来也尚无不可。角色缤纷登场的同时背景故事全部抛之脑后，尤其是下水道虫子。但场景及打戏还原还是让我把持不住，酒吧和下水道之战基本上都按照漫画的分镜来复刻，情怀作弊屡试不爽了吧。照这个篇幅至少是个三部曲，但是还有没有钱去推动就难说。,11
风间隼,8,感动我的点跟93ova中一样——阶级固化，特别是飞轮碾碎梦想的那一刹那。CG战斗场面够流畅和血腥，“捧出一颗心”堪称最浪漫的告白。可惜的是反派刻画得太潦草，既不够人性也不够凶残，阿丽塔对公义和人性的轻信也很难打动革命成性的中国人。,13
ArtShadow㍿,10,百感交集，于是还是五星。阿丽塔汇集了各种我痴迷的元素：废土世界、末世、下层的蒸汽朋克、上层的赛博朋克、义体人以及拥有天使面庞的机械女战士，打斗画面简直炫酷到突破天际，但故事线太细碎，很多期待场面被一笔带过，也没给观众就太多回味空间，战斗回合一个接一个，没体现出阿丽塔的成长弧线。最后想起机核解读的辐射1结局，“我的确拯救了世界，但你不知道我都失去了什么”。ps:洛杉矶TCL中国剧院真的是让我惊呆了，有生之年能去几次就去几次吧。,21
阿粒莎,10,CG标杆 视觉盛宴 强烈推荐 赛博朋克 废土文化 现在CG圈最火爆的题材 前半段节奏稍慢 后面一个小时 三个高潮 年纪大了 看人机恋情都想哭 一开始对于阿丽塔的外形不满意 脸不符合我审美 身体有问题 没有胸腔 虽是改造人 也要有性别区分吧 也是为后期升级铺路了 最后的终极造型还是超酷炫的 遗憾没有一张超清海报是终极造型动作 CG电影在动作角度上分分钟击中心灵 横向对比 秒杀 《毒液：致命守护者》《海王》把《流浪地球》锤成沙 那些能给 流浪 特效五星的人 该去影厅洗洗眼睛 再吹不迟 （按照京迷的逻辑 电影五星 非国产扣一 卡梅隆快20年才搞出个这么东西 扣一星 打打杀杀 不符合和谐社会 扣一星 这么多顶尖技术加成 团队过于强大 印象分加成太多 再扣一星 终得一星）想起《杀戮都市》漫改电影一成功是 让没看过的看完电影想去追漫 头号玩家可一比,11
饥饿艺术家,6,就一个问题：赛博时代的爱情，他们怎么完成性生活？,11
欢喜尊者,8,看的试映，特效画面超级精致，很宏观的一个世界。感情戏的起伏有些多余，要挂了-救活了-又挂了。用了很少的时间来诠释，这交叉的太快了吧。也没有达到情绪的最高点。 现在的监制要比以往创作电影过程中参与的更多，但是毕竟卡神不是导演。罗德里格兹的痕迹也很明显。 真的快要坐不住了，正好电影也结束了。该说不说，特效是真的很逼真！,12
方洛洛,8,没想到看少女格斗能这么刺激！！！大眼少女竟然还会李小龙经典的一指禅，反正我被刺激得已经不在乎剧情，只想激情打分了，尤其当结尾出现我诺顿男神的邪魅一笑！,6
mumudancing,10,找不出BUG，“老大哥（爱德华诺顿）在上面等着你”，期待第二部！,10
su27根本就没有,8,CG工业巅峰了。动作的速度、力量、质量感，人物表情，都真实得吓人，作为爽片已经不错了。不过人物的成长刚开始，故事也就起了个头，只能等下集了。,3
溪云,10,资本主义科幻大片视觉特效什么的，我们中国观众看多了不爱看了，特效再好也看不出来什么了，所有体现反抗精神的电影通通不爱看，随便找个理由就给你打低分是你活该，我们只爱看乡村爱情，只配看爵迹，快来让我们教你们这群资本主义电影人如何编剧如何导演。,10
gwei,8,7.5分，这绝对是全球最顶级的特效了！光特效的话绝对得打100分！维塔 和卡神在这方面绝对无敌了！其他各个方面做的也非常棒！福斯的品质是有目共睹的！但总有种感觉少了点什么，吸引力弱些！可能因为我不是原著粉！反乌托邦的设计很是卖点有一定深度，对人性有一定程度的挖掘！对上层的描述很少，显然为续集留足了空间！非常喜欢瓦尔兹，他要是能表现出8分，那就完美了！各种机甲装备不是很理解，但确实很牛，相信原著粉特别喜欢！拍的比《攻壳机动队》好，我更喜欢《头号玩家》！,14
发条橙,6,能看到宏伟蓝图的野心，如此大费周章运用业界最顶尖的特效技术打造了这么一部仅为下集做铺垫的“超长预告片”，结果换来的却是这点儿可怜巴巴的票房成绩，因此续集计划很可能就此腰斩。请问卡梅隆先生，您不觉得尴尬吗？！,6
张熊熊,6,开局一颗头，装备全靠捡，一刀999,6
CharlesChou,8,无视卡梅隆的剧本后就还挺爽的，怎么都比中面目全非脚的攻壳好多了,2
judy,8,3.5。電影主要跟的是OVA版動畫。缺點直說就是劇本。由於體量龐大，塞在兩小時又多處埋續集梗，死亡球也提早進來(傑秀皇短暫露了一面)。讓劇情顯得趕，人物與轉折刻劃不足(像那個愛情線...) 還有廢鐵鎮是否還是陽光了點...但優點是特效與動作場面，水準相當高。女主角全身CGI，以動態捕捉和真人對戲，對戰Grewishka與死亡球競賽尤其熱血。推薦可看IMAX 3D。總體是中上的商業動作片，而且至少原作核心還是在的，絕對比之前好萊塢亂搞的攻殼機動隊真人版好多了...,4
嘎嘎,10,有生之年！终于看到了，特效真的太棒了，故事情节还可以更好,16
Fly Away,6,前半部分发展太慢而且逻辑不行，中间的感情戏也是跟流浪地球尬起有得一拼 后半部分还不错，最后一场动作戏没掉链子，最后一场感情戏也是真情流露。 不过也是最特别的一次观影，阿丽塔的面部表情也是很细微，看来主创下了很多功夫，比阿凡达其实有提高，跟真人在一起也没有感到不适和出戏，全片的打斗场面也是比较燃，但没有疯狂的麦克斯那样真正的爽。 其实在剧情上并没有像很多人说的那样“简单”。它有一个完整的世界观，科幻设定也不错，就是故事发展太拖，前半部分太拖，中间无聊，后面才真正牛逼了起来。 最后一看就是有续集的，很多明显是在作铺垫 不过也能理解这部片有很多不足，为了下一部是要做出很多牺牲。 还是来赞一下阿丽塔的颜，还有最后的bgm,1
水仙操,6,阶级暴动农村包围城市失败后的革命火种选择了在现有体制内参与高考,4
杨欢喜Metiche,8,女性崛起的趋势再掀高潮。充满战斗欲望和力量，寻找自我的目标毫不动摇，一旦找到秒随内心，主动说爱不迟疑不矜持，为了拯救所爱之人勇敢面对敌人；接到男主求救电话，将受伤男主抱在怀中，尽力拽住即将坠下的男主，几个俗套的桥段全因性别转换而有了意思。但心思细腻敏感，眼泪说来就来，与父亲的感情联结，依旧充满女性特质。部分打斗能看出罗德里格兹的影子，爱德华·诺顿露出真容的时候惊喜到了。谁说詹妮弗迟暮，还是挺美的。只是明天要去看《绿皮书》，连续看到月光男孩有点疲劳哈哈。,5
Η²,8,阿丽塔的脸部特写很美，看完久久难忘，还有善良纯真的眼神，为爱傻傻付出，我想我是爱上她了，明知是虚拟的。女主漫画化，又不失真，街景特效似曾相识（千星之城？），雨夜还又是赛博朋克感，打斗部分特效很赞，3D效果明显，雨夜的吻很甜蜜，竟看出银翼的feel，所以怎么说呢，这些似曾相识让电影在视觉上就缺乏创新感，倒是身体机械部分很有细节；再说剧情，原著相信格局很大，故事很大，但是呢，这2个小时，不管是剧情衔接，转场，故事逻辑性，人物关系关联度，节奏，都出现了各种问题，高潮是有，但是大部分铺垫平淡，比较掉气氛，母亲救了人那段应该比较感人，但是气氛却没烘托出来，本集的BOSS也太弱了点，弄出下一部，想必还是留一点期待吧。男主也选的太烂大街了,5
影毒肥佬,8,"JamesCameron 詹姆斯卡梅伦 日本动画 我把原漫畫從頭看到尾的....大神沒讓影迷失望, 果然忠於原著的造型, 一定大眼, 也酷炫, 不過把康納利這樣的美女弄成只余下眼睛及心臟還真嚇一嚇的...期待下二集或下八集......接過攻殼的棒--那個衰了",7
康报虹,6,电影中生活在地上的穷苦民众都梦想着去往如“天堂般”的撒冷，电影却没有给出天空之城上人民的生活状态，只能从人物的只言片语中获取关于撒冷的碎片信息。地上的人总是抬头仰望着神秘的撒冷，除了那个总会排放废钢废铁的通道，其实他们和看电影的我们一样对那里一无所知，永远沉浸在幻想中的乌托邦中。,14
渡边,8,好看好看，是那种如果在小时候看完会兴奋地叫喊模仿的电影。满满的赛博热斗漫画感，战斗就算只剩单手也要插你眼，爱你就把心掏出来给你看，这种机械少女设定简直分分钟戳中宅男心，人物讨喜，制作精良，作为漫改比隔壁《攻壳》不知好到哪里去了，一本满足，期待续作。,6
静水沉岩,8,借用了原著背景，人物，用好莱坞青少年科幻的人物关系模式讲故事。也就打得爽了。又前天补完漫画，阿丽塔这个名字的出处，是最后一卷凯丽陷入教授制造的梦境后，伊德捡起头颅后给她起的名字,2
赱馬觀♣,6,人工智能，概念极致是与普通人类别无二致难分彼此。可电影却反而不能照着极致概念去拍，因为观众会强烈抱怨你这是拿大片经费顶级特效去拍了一部《机器人趣话》——蔡明上台就能演的场景，我为什么要花钱进影院去看？所以人工智能电影始终遵循视觉上的似与非似。似在服从概念，非似服务观众。银翼的末世氛围（斯科特说没有她影片就会沦为室内知性科幻）；终结者的独目手骨，墨菲的通体铁甲，以及阿丽塔怪到失真的大眼睛都是此思维指导下的产物……只不过这个天空浮城的故事实在太过陈旧，个人风格特别是动作风格上更与罗罗招牌邪典特色反差过大，预期落差度直追盖里奇去拍石中剑。,0
VeryGZ,6,此片一个积极意义在于它启蒙了（一部分）中国观众——平时绝大多数影院能让你头晕脑胀的3D放映都是缩水不合格的，这才是3D电影本来就应该有的常态化放映亮度。RealD这个差异化竞争策略很切痛点～@红星太平洋LUXE巨幕+DTS:X 10FL高亮版,2
笑呵呵的草泥马,6,特效没得说，领先中国得有个十年吧。尤其是在流浪地球爆火之后接档，所有IMAX屏都分分下架了流浪地球，有点讽刺意味。但是特效无法弥补故事的弱，女主明明内心坚强又固执，但全程都被爱情冲昏了头脑，内核既不战斗，也算不上天使。尤其是，当其他角色都是真人演的时候，主角用动作捕捉做出来，有啥意义吗？,2
斑陀螺,8,"觉得这部电影好, 是和其他好莱坞电影相比 觉得这部电影不好, 是和漫画原著相比 导演大概有强烈的预感这部电影拍不出第二集了, 所以抓紧机会把前几卷自己喜欢的桥段都塞进去, 为了把这些桥段在有限的篇幅内快速的串起来魔改了部分设定, 导致中间衔接的文戏非常的尬 但不吹不黑, 真人选角的气质都很还原, 而且打斗戏是真的好, 反正能看到以这样的质感再现漫画名场面我已经满足了 理智评价3.5分, 出于情感四舍五入到4.0分 ˊ_>ˋ",6
O型血,10,这就结束了？我还没看过瘾呢。看样子有续集呀。阿丽塔有点像Maisie Williams和Scarlett Johansson。阿丽塔的配音比《无敌破坏王2：大闹互联网 》的女主配音听着舒服多了。直到影片结尾，我也不知道上面的城市是什么样的，阿丽塔能否杀了最终反派。Jennifer Connelly身材不错哦，美腿。https://www.bilibili.com/video/av44184896,5
维肯洛·金,6,【5.5】 整体是一部迷影向电影。①上一部让我生理性抗拒的机械人题材还是过年唱《恭喜发财》的华仔的《未来警察》，但在本片面前真的是幼儿园级别，差距有同档期二十八部《流浪地球》。②场景结构与《大黄蜂》极相似，也是同一黑人小哥做男配；③中间白人男孩、亚裔女孩、黑人小哥、Alita去野外找装备，除了老生常谈“政治正确”外，Alita下水进沉船——是去找“海洋之心”项链吗？④大部分机械人视效还在《人工智能》水平，只有“Zapan”停留在《终结者》前两部的年代，心疼他《一秒钟》。⑤男主爱称女主Ali，嗯？《一个战斗天使的诞生》？⑥女主CG，应该会面临毕赣《地球》一小时3D长镜头的争议，又是为了技术革新拍了部电影？,8
陈灼,8,一刀平天下十七年前推荐给我看的漫画！打戏可以，文戏一般吧，加一颗星因为是铳梦！主角的狠劲大概有漫画的百分之一吧。配角都比较无力。开挂之后一个能打一百个就没什么悬念了啊。漫画忘得差不多了，但加里（对！当然是加里！）身躯残破，单手战到底的剧情还是有点印象。结尾有点儿拖泥带水。感觉这电影票房要扑街。今天公映（因为文戏主打爱情线？），这边的Ritz影院也许预料到没几个人看，居然只开放了大影厅的上层。,6
天亮天黑,8,《阿丽塔：战斗天使》讲述了一个满级玩家在被盗号之后，重新杀回武林高手排行榜的故事。燃。痛快。暴力美学。最大的遗憾就是结尾过于仓促，却也让人迫不及待盼望续集。,1
fateface,6,看的是学校礼堂放的，所以视觉效果实在是提不上，光看剧情，只能说青少年电影，庞大世界观还未展开，都要等续集（我估计是三部曲）。酒吧动员那段简直是美版韩朵朵，看得我一阵阵恶寒。最后箱子里面的脑子是医生老婆的吗？这是我唯一没看懂的地方。,3
河淼,6,其实有些失望，就这么完了这部？赛博朋克2563，精彩的打斗场景主要集中在预告里那几场。技术的确很好可失了节奏，感情线的效果没出来。举刀问天也表示一定要按上层的玩儿法来才行……其实她的想法很好，只要一起跑掉就好，可那样就没后文了。,15
艾小玛,6,就不是一个完整的故事。但感觉花了很多很多钱……,11
暮空,6,可能是因为久闻铳梦大名而没看的期望值太高，导致对这个剧情线有明显漏洞和强行转折，非常爽但是缺乏更深入的科幻内涵，正邪对立过于分明简单粗暴，人物塑造非常浮于表面，明明是日本漫改里面Asians却如此稀少主役卡司更是一个都没有（真的，男主长得过于迪士尼青春片，有种我看见他的脸就想揍他的油腻感）的异常好莱坞的成品……相当失望。多一星给特效、城市设计和打斗的爽感。最后，不是有了场景就能叫赛博朋克的。回家补《铳梦》[捂脸],4
Königsberg,8,7/7.5 10年前还在上高中在计算机课上用时光网标电影时第一次看到卡神要拍这部作品的消息 十年后一个人在电影院看完在最后制作人员的名单上看到卡神的名字时 仿佛是在提醒自己不要忘记当年因卡神的泰坦尼克号而同样产生创作一部伟大电影梦想 即使这部流水线上的好莱坞一流工业作品看上去只不过是日本90年代改编ova的豪华升级版；光是詹妮弗康纳利的出镜就值回票价；虽然有卡神的光环但这部耗时10余年的作品在一些方面还是不及90年代日本ova给我的印象深 虽然角色塑造问题不大 但在视觉效果泛滥的当下 整体氛围和人物定位衔接上还是感觉有些欠缺 当然也不指望一部高成本的剧场篇幅能够完全展现原作的魅力；不知道有生之年能不能看到卡神亲手接拍一部日漫改编的作品,6
放开那个浪味仙,6,没看过原著，但电影还是低于预期。特效和打斗场面有多赞，故事就有多干扁。Alita的成长和爱情线简直是莫名其妙，Christoph Waltz还是演恶狠狠的角色更带感。,3
迷之尴尬,10,不用看这个评分，实属难得科幻片，追寻自己喜欢的才是真的，好评。可以放心观看，骗你我把我看的一千多片子吃了。请不要和科幻片抬杠，科幻就像爱情，虚无缥缈，自创自圆；而喷子就像前任，不依不饶，哭喊打闹。退散吧弟弟们。,12
张很多,8,酒吧+下水道VS格鲁依什卡、室内外机动球大赛两场戏就值回票价了，视效真是没得说，动作戏太好看了！一定要选好观影硬件，IMAX首选！！btw诺瓦摘下眼镜我简直落泪！等下部！,14
Helicopter,8,女侠型女主最赞！好勇斗狠的大眼萌妹本来就很可爱，把整颗心心掏出来的瞬间更是好感满点，把脑袋抱在怀里输血也是帅呆了。活该傻逼男友两次失去下半身...,6
